overall,vote,reviewTime,reviewText,summary
4,0,2006/11/20,Compare to the Price of the product I highly recommend to any one who own Canon EOS camera....,Awesome product
3,3,2013/11/29,"The kit fit really well on my nissian altima 2010 2.5s. Only complaint is, the a/c unit is kinda lodgy and took the kit and stereo pioneer avh4000bt to get it professional install. The a/c was a little scrunched.",Its good
4,0,2013/9/1,"Good sound, easy setup, nice design, not much bass",1377993600
5,5,2013/1/9,"My first L-series lens, and now I understand what all the hype was about. After only a few test shots, I'm both wowed, and sold on this line!

Pros
+ Amazing sharpness
+ 2.8 is great asset in low light situations, and subject motion
+ Lovely leather pouch
+ Includes a lens hood
+ Great price
+ Focus distance limiter

Cons
- Lens weight doesn't feel balanced, most of it is towards the front
- Focus ring is near the front, would be better at the rear given the weight distribution
- Built to accept a tripod collar, why not include it in the box
- Lens hood and lens cap design are very dated, not very ergonomic

Its easy to overlook the cons of this lens given its performance and price.",L-ovely
1,0,2015/8/12,"Poor design, crappy sound.",Naah!
1,7,2008/6/24,"two 4GB SDHC cards, two intermittent read/write failures - stay away",1214265600
4,0,2015/12/11,Good protection,Four Stars
4,0,2015/8/13,Potentially Useful For Studio Photography,1439424000
3,7,2013/10/24,good product (nearly perfect) at a very reasonable price,1382572800
4,0,2015/12/21,Cost effective female/female,1450656000
2,0,2013/7/2,"While the bag has great padding for protecting the tablet, I didn't like that this meant that the bag didn't have much room to carry other stuff. Of course pens fit and some other small items but the foam cushioning means its kinda thick not leaving as much space as you would think looking at it from the outside. i also wish it had a few more pockets (like on the outside flap). I purchased the grey one and thought it the color looked lackluster. I wanted this bag to take on a big trip but ended up getting a different roomier purse.",Not roomy for carrying much more than the tablet
4,0,2013/6/1,Great product and PRICE. It has been months and the cord has not cracks which speaks to its quality. I keep it plug in all the time and works fine.,Works
3,0,2014/2/17,Not nearly as useful as I thought,1392595200
3,0,2012/11/27,"Where ever you install these do not point them right at you. Too much ""SSSSSSS"" sounds for my liking. I have 3000w subwoofer in a Jeep Wrangler so, I considered these for more highs. Didn't really need them but, thought I wouldn't hurt. I took them out after 5 days. Too bright and didn't blend in enough. The sound stood out too much to be on my dash. Maybe an SUV where the speakers are in the doors blasting you in the legs, you might want these but, otherwise just upgrade you component speakers and see if that helps. After I upgraded from pre-existing stock speakers I have PLENTY of highs and don't need these. At least they were cheap to experiment with.",Very bright sound
5,0,2016/8/28,Mine has see lots of Seats..  now time for new cushion after 5 yrs,Five Stars
1,0,2015/6/15,Venia Roto,One Star
4,0,2013/12/3,A great lens for the money.,1386028800
5,0,2015/1/23,Five Stars,1421971200
1,0,2017/12/21,Fast and great when it works...,1513814400
5,0,2015/11/4,XLNT!,XLNT!
2,3,2015/2/19,"Not sure if it's a bad camera or design, but the IR is NOT bright.  The paperwork says 50 to 75ft.  After it really didn't appear to be working last night I took it down and tested it in my shop.  It seems the IR is good for about 10 to 15ft.  My other cameras, SWANN, you can actually see a red glow at night looking at the camera, but this camera has no indication at night looking AT the camera that the IR are on or not.

Pretty sure I'm going to return it as defective, but still deciding on a replacement or refund...",Infrared failure?
3,0,2014/2/25,Bent,1393286400
2,0,2014/10/18,"Bought these as well as an inexpensive JVC set (HA-RX300) for recording purposes.  I did not need an expensive set since I already had a good studio monitor pair.  Anyway, I thought I would try these due to the rock bottom price and favorable reviews.  It turns out that the price is a good indication of their sound quality.

Music is loud, but extremely muffled and muddy.  In comparison, the JVC set, for about $7 more, provided accurate and clear sounds with distinct instruments noticeable.  Unless you are using these to watch television or play games, it is not money well spent.",Very Poor Sound Quality
1,0,2017/11/7,"I put this HDD in a refurbished server for a client a little over a year ago, assuming it was a *New* drive as advertised. I recently had the server back on my bench for an unrelated issue (power supply failure). I cloned the drive (Clonezilla) to another HDD to put in a different system to get the client back up and running while waiting to get the replacement power supply in. Clonezilla called out bad sectors on the source drive - the WD5002ABYS. I ran SPECCY on it, and low and behold this drive has been in service over 7 years, NOT NEW!",NOT NEW
4,0,2016/7/20,Does the job,Four Stars
1,2,2014/9/29,ded in 24 hrs,One Star
2,0,2013/1/9,It's really nothing more than OK!,1357689600
4,0,2015/2/16,Four Stars,1424044800
1,0,2016/2/9,Application would not load on my MacBook and no support available.,1454976000
2,0,2014/11/9,Not impressed still too hard to find the dust.,Not impressed
4,0,2014/10/19,"I carry 2 Nikons and it took some work to get the inside dividers laid out. The inside pockets are great, and I can get my full-sized tripod through one of the side straps (too big for the rear center). It's great when I can't use a shoulder-bag, but I don't use it unless I'm actually hiking somewhere and don't intend to shoot anything on the way. (It's much easier to pull a camera from a shoulder bag). And when I take it off, then I have to find somewhere clean to lay it or it will transfer all kinds of stuff to the back of my shirt, which is all sweaty because it had a backpack trapping all the moisture.  It's a great quality product that will sit in my closet - but it's not their fault.",Great product I won't use much.
5,0,2014/5/25,Great,1400976000
1,0,2014/11/8,"This power supply was dead on arrival. I switched the input to 110V, connected the hot, ground,  and neutral wires, plugged it in, and there was nothing on the outputs. I checked every combination with a multimeter and got nothing. I read reviews warning about this, but I also read reviews raving about this product, so I gambled and tried it out. I lost. I sent the power supply back and got a refund.","Dead On Arrival, Broken Product"
3,0,2012/5/23,"It works great.  No problems sharing 1 printer between 2 computers.  You can use the button on the unit, or the Scroll Lock key.  The only reason I gave it 4 stars instead of 5, was because it's made in China.

6/24/2013 - As an update to this product, I dropped the rating to 3 stars.  The product is flakey.  I often need to unplug it and plug it back in.  Stil not a bad value, but it can act up and not allow switching between computers.","Works great, low cost"
2,0,2016/10/18,The price was good. I was finally able to get it to ...,1476748800
4,2,2010/12/11,"First, I got a great deal on this lens, which is otherwise pretty pricey. One had better be into wide-angle to justify the price. But I got a great deal through Amazon, and so thank them for that.

When I got it screwed onto my DMC-3 I was pretty knocked out by the truly wide-angle view. The thing is bulky and all but it really is a lot of fun to fool with and does widen, so to speak, considerably picture-taking possibilities. (I noticed zero vignetting, which is the main reason to get the same brand lens as camera. Plus, glass quality is usually a lot better. Those in part account for higher price, if not entirely.)

My only objection is that the lens doesn't allow for attachment of filters, a polarizer in particular. That's a little nutty, maybe especially with a wide-angle lens. True, the filter would have to be large in diameter, but given the size of the lens... The camera is a little awkward anyway. One has to get the extender to attach anything because of the built-in zoom. I doubt such an arrangement is really necessary. My SLR doesn't work like that with a zoom attached. Any filter is simply attached to the front of the zoom.

But okay, I can recommend this lens, even had I bought it at the listed price here. (I got it slightly used from another seller through Amazon. A lot of the secondary sellers are good ones. The thing arrived within three days, and THAT was great!)",Very Neat
